Medicare Advantage Monthly Capitation Rates for 2021 for All Plans except PACE Plans,,,,,,
"Note: 
1. ESRD rates are for dialysis only and are shown after the deduction of the user fee of $5.25.
2. All rates include MIPPA IME deduction.",,,,,,
Code,State,County Name,Parts A&B 5% Bonus 2021 Rate,Parts A&B 3.5% Bonus 2021 Rate,Parts A&B 0% Bonus 2021 Rate,Parts A&B ESRD 2021 Rate
34970,NORTH CAROLINA,WILSON,972.36,972.36,972.36,"7,169.35"
34980,NORTH CAROLINA,YADKIN,995.15,980.93,947.76,"7,169.35"
34981,NORTH CAROLINA,YANCEY,909.53,898.16,871.63,"7,169.35"
35000,NORTH DAKOTA,ADAMS,"1,087.89","1,087.89","1,060.69","6,781.18"
35010,NORTH DAKOTA,BARNES,975.97,975.97,955.99,"6,781.18"
35020,NORTH DAKOTA,BENSON,"1,012.66","1,000.26",966.43,"6,781.18"
35030,NORTH DAKOTA,BILLINGS,"1,021.41","1,007.32",974.45,"6,781.18"
35040,NORTH DAKOTA,BOTTINEAU,"1,012.83","1,012.83",998.55,"6,781.18"
35050,NORTH DAKOTA,BOWMAN,"1,201.66","1,183.64","1,141.58","6,781.18"
35060,NORTH DAKOTA,BURKE,"1,139.29","1,122.20","1,082.33","6,781.18"
35070,NORTH DAKOTA,BURLEIGH,972.53,972.53,972.53,"6,781.18"
35080,NORTH DAKOTA,CASS,972.30,972.30,972.26,"6,781.18"
35090,NORTH DAKOTA,CAVALIER,"1,094.52","1,078.10","1,039.79","6,781.18"
35100,NORTH DAKOTA,DICKEY,"1,054.25","1,038.44","1,001.54","6,781.18"
35110,NORTH DAKOTA,DIVIDE,"1,203.38","1,185.33","1,143.21","6,781.18"
35120,NORTH DAKOTA,DUNN,"1,002.78",988.46,955.03,"6,781.18"
35130,NORTH DAKOTA,EDDY,"1,039.91","1,024.31",987.91,"6,781.18"
35140,NORTH DAKOTA,EMMONS,"1,035.41","1,019.88",983.64,"6,781.18"
35150,NORTH DAKOTA,FOSTER,"1,041.68","1,026.05",989.60,"6,781.18"
35160,NORTH DAKOTA,GOLDEN VALLEY,"1,031.05","1,016.32",981.95,"6,781.18"
35170,NORTH DAKOTA,GRAND FORKS,969.76,967.09,934.39,"6,781.18"
35180,NORTH DAKOTA,GRANT,"1,051.42","1,035.65",998.85,"6,781.18"
35190,NORTH DAKOTA,GRIGGS,"1,079.45","1,063.26","1,025.48","6,781.18"
35200,NORTH DAKOTA,HETTINGER,"1,009.11","1,009.11",991.82,"6,781.18"
35210,NORTH DAKOTA,KIDDER,971.28,971.28,971.28,"6,781.18"
35220,NORTH DAKOTA,LAMOURE,"1,019.39","1,004.10",968.42,"6,781.18"
35230,NORTH DAKOTA,LOGAN,"1,016.61","1,016.61","1,001.12","6,781.18"
35240,NORTH DAKOTA,MCHENRY,978.65,978.65,978.65,"6,781.18"
35250,NORTH DAKOTA,MCINTOSH,"1,101.43","1,084.91","1,046.36","6,781.18"
35260,NORTH DAKOTA,MCKENZIE,"1,091.70","1,075.32","1,037.12","6,781.18"
35270,NORTH DAKOTA,MCLEAN,"1,006.77","1,006.77","1,006.77","6,781.18"
35280,NORTH DAKOTA,MERCER,"1,063.54","1,047.59","1,010.36","6,781.18"
35290,NORTH DAKOTA,MORTON,971.30,971.30,949.61,"6,781.18"
35300,NORTH DAKOTA,MOUNTRAIL,"1,042.49","1,039.08","1,003.07","6,781.18"
35310,NORTH DAKOTA,NELSON,"1,031.43","1,016.33",981.11,"6,781.18"
35320,NORTH DAKOTA,OLIVER,994.54,980.33,947.18,"6,781.18"
35330,NORTH DAKOTA,PEMBINA,"1,048.04","1,048.04","1,021.84","6,781.18"
35340,NORTH DAKOTA,PIERCE,"1,025.93","1,011.28",977.08,"6,781.18"
35350,NORTH DAKOTA,RAMSEY,973.87,973.87,973.87,"6,781.18"
35360,NORTH DAKOTA,RANSOM,"1,029.48","1,014.04",978.01,"6,781.18"
35370,NORTH DAKOTA,RENVILLE,976.01,976.01,976.01,"6,781.18"
35380,NORTH DAKOTA,RICHLAND,974.36,974.36,974.36,"6,781.18"
35390,NORTH DAKOTA,ROLETTE,"1,057.70","1,041.83","1,004.82","6,781.18"
35400,NORTH DAKOTA,SARGENT,"1,030.18","1,014.73",978.67,"6,781.18"
35410,NORTH DAKOTA,SHERIDAN,983.24,981.95,948.74,"6,781.18"
35420,NORTH DAKOTA,SIOUX,"1,006.17",992.29,959.91,"6,781.18"
35430,NORTH DAKOTA,SLOPE,"1,032.69","1,017.58",982.31,"6,781.18"
35440,NORTH DAKOTA,STARK,977.38,977.38,977.38,"6,781.18"
35450,NORTH DAKOTA,STEELE,"1,059.60","1,043.71","1,006.62","6,781.18"
35460,NORTH DAKOTA,STUTSMAN,976.86,976.86,976.86,"6,781.18"
35470,NORTH DAKOTA,TOWNER,"1,202.58","1,184.54","1,142.45","6,781.18"
35480,NORTH DAKOTA,TRAILL,"1,006.27",991.18,955.96,"6,781.18"
35490,NORTH DAKOTA,WALSH,"1,122.96","1,106.12","1,066.81","6,781.18"
35500,NORTH DAKOTA,WARD,978.23,978.23,978.23,"6,781.18"
35510,NORTH DAKOTA,WELLS,"1,058.33","1,058.33","1,031.08","6,781.18"
35520,NORTH DAKOTA,WILLIAMS,999.19,999.19,999.19,"6,781.18"
36000,OHIO,ADAMS,962.33,962.33,962.33,"7,740.35"
36010,OHIO,ALLEN,982.14,982.14,954.14,"7,740.35"
36020,OHIO,ASHLAND,969.26,969.26,969.26,"7,740.35"
36030,OHIO,ASHTABULA,986.94,972.84,939.94,"7,740.35"
36040,OHIO,ATHENS,969.91,956.05,923.72,"7,740.35"
36050,OHIO,AUGLAIZE,977.92,977.92,966.23,"7,740.35"
36060,OHIO,BELMONT,"1,020.00","1,006.40",974.67,"7,740.35"
36070,OHIO,BROWN,"1,064.96","1,037.77",974.33,"7,740.35"
36080,OHIO,BUTLER,"1,042.57","1,014.14",947.79,"7,740.35"
36090,OHIO,CARROLL,"1,053.20","1,027.92",968.94,"7,740.35"
36100,OHIO,CHAMPAIGN,973.02,973.02,973.02,"7,740.35"
36110,OHIO,CLARK,"1,047.03","1,019.42",954.99,"7,740.35"
36120,OHIO,CLERMONT,"1,050.90","1,023.19",958.52,"7,740.35"
36130,OHIO,CLINTON,992.45,978.27,945.19,"7,740.35"
36140,OHIO,COLUMBIANA,"1,049.69","1,022.89",960.35,"7,740.35"
36150,OHIO,COSHOCTON,973.57,973.57,973.57,"7,740.35"
36160,OHIO,CRAWFORD,"1,001.55",990.04,956.56,"7,740.35"
36170,OHIO,CUYAHOGA,"1,036.89","1,010.42",948.64,"7,740.35"
36190,OHIO,DARKE,974.37,974.37,958.36,"7,740.35"
36200,OHIO,DEFIANCE,975.42,975.42,975.42,"7,740.35"
36210,OHIO,DELAWARE,"1,032.57","1,006.20",944.69,"7,740.35"
36220,OHIO,ERIE,951.30,951.30,939.28,"7,740.35"
36230,OHIO,FAIRFIELD,"1,036.98","1,008.70",942.71,"7,740.35"
36240,OHIO,FAYETTE,967.26,967.26,967.26,"7,740.35"
36250,OHIO,FRANKLIN,"1,059.44","1,059.10",994.35,"7,740.35"
36260,OHIO,FULTON,995.40,982.13,951.16,"7,740.35"
36270,OHIO,GALLIA,973.20,973.20,956.04,"7,740.35"
36280,OHIO,GEAUGA,"1,027.93","1,015.08",985.10,"7,740.35"
36290,OHIO,GREENE,"1,016.94","1,002.92",970.19,"7,740.35"
36300,OHIO,GUERNSEY,973.76,971.44,938.59,"7,740.35"
36310,OHIO,HAMILTON,985.19,971.12,938.28,"7,740.35"
36330,OHIO,HANCOCK,975.05,968.33,939.73,"7,740.35"
36340,OHIO,HARDIN,"1,030.52","1,015.44",980.26,"7,740.35"
36350,OHIO,HARRISON,996.85,982.61,949.38,"7,740.35"
36360,OHIO,HENRY,956.95,956.95,956.95,"7,740.35"
36370,OHIO,HIGHLAND,924.07,924.07,924.07,"7,740.35"
36380,OHIO,HOCKING,955.07,955.07,955.07,"7,740.35"
36390,OHIO,HOLMES,969.45,969.45,948.93,"7,740.35"
36400,OHIO,HURON,960.88,960.88,957.19,"7,740.35"
36410,OHIO,JACKSON,934.97,934.97,934.97,"7,740.35"
36420,OHIO,JEFFERSON,"1,043.52","1,028.61",993.83,"7,740.35"
36430,OHIO,KNOX,990.07,990.07,978.29,"7,740.35"
36440,OHIO,LAKE,"1,068.80","1,055.72",991.18,"7,740.35"
36450,OHIO,LAWRENCE,985.21,972.07,941.42,"7,740.35"
36460,OHIO,LICKING,"1,074.87","1,074.87","1,018.74","7,740.35"
36470,OHIO,LOGAN,999.39,999.39,999.39,"7,740.35"
36480,OHIO,LORAIN,995.27,981.54,949.51,"7,740.35"
36490,OHIO,LUCAS,"1,054.12","1,043.64",979.84,"7,740.35"
36500,OHIO,MADISON,"1,011.02",996.58,962.88,"7,740.35"
36510,OHIO,MAHONING,"1,036.36","1,009.90",948.16,"7,740.35"
36520,OHIO,MARION,"1,025.77","1,011.62",978.61,"7,740.35"
36530,OHIO,MEDINA,"1,067.45","1,056.58",995.96,"7,740.35"
36540,OHIO,MEIGS,908.67,908.67,908.67,"7,740.35"
36550,OHIO,MERCER,977.72,977.72,958.58,"7,740.35"
36560,OHIO,MIAMI,"1,075.67","1,053.96",989.53,"7,740.35"
36570,OHIO,MONROE,966.19,966.19,966.19,"7,740.35"
36580,OHIO,MONTGOMERY,994.35,980.15,947.00,"7,740.35"
36590,OHIO,MORGAN,975.54,975.54,975.54,"7,740.35"
36600,OHIO,MORROW,"1,026.97","1,012.30",978.07,"7,740.35"
36610,OHIO,MUSKINGUM,978.54,978.54,978.54,"7,740.35"
36620,OHIO,NOBLE,972.34,972.34,942.60,"7,740.35"
36630,OHIO,OTTAWA,"1,006.79",992.41,958.85,"7,740.35"
36640,OHIO,PAULDING,"1,035.77","1,035.77","1,035.77","7,740.35"
36650,OHIO,PERRY,970.40,970.40,938.82,"7,740.35"
36660,OHIO,PICKAWAY,"1,054.84","1,027.02",962.10,"7,740.35"
36670,OHIO,PIKE,946.51,946.51,927.42,"7,740.35"
36680,OHIO,PORTAGE,"1,061.30","1,035.83",976.40,"7,740.35"
36690,OHIO,PREBLE,"1,032.52","1,005.29",941.75,"7,740.35"
36700,OHIO,PUTNAM,"1,004.39","1,004.39",982.01,"7,740.35"
36710,OHIO,RICHLAND,976.58,976.58,976.58,"7,740.35"
36720,OHIO,ROSS,938.97,938.97,938.97,"7,740.35"
36730,OHIO,SANDUSKY,963.28,963.28,963.28,"7,740.35"
36740,OHIO,SCIOTO,"1,049.79","1,034.04",997.30,"7,740.35"
36750,OHIO,SENECA,965.58,965.58,965.58,"7,740.35"
36760,OHIO,SHELBY,975.25,975.25,975.25,"7,740.35"
36770,OHIO,STARK,"1,051.81","1,026.57",967.67,"7,740.35"
36780,OHIO,SUMMIT,"1,048.64","1,023.47",964.75,"7,740.35"
36790,OHIO,TRUMBULL,"1,065.62","1,041.01",977.37,"7,740.35"
36800,OHIO,TUSCARAWAS,972.21,972.21,972.21,"7,740.35"
36810,OHIO,UNION,"1,017.57",989.81,925.06,"7,740.35"
36820,OHIO,VAN WERT,979.36,979.36,975.76,"7,740.35"
36830,OHIO,VINTON,954.49,954.49,954.49,"7,740.35"
36840,OHIO,WARREN,996.33,982.10,948.89,"7,740.35"
36850,OHIO,WASHINGTON,970.50,970.50,948.85,"7,740.35"
36860,OHIO,WAYNE,966.40,958.81,930.49,"7,740.35"
36870,OHIO,WILLIAMS,973.38,973.38,965.57,"7,740.35"
36880,OHIO,WOOD,"1,067.79","1,059.78",997.04,"7,740.35"
36890,OHIO,WYANDOT,969.90,969.90,969.90,"7,740.35"
37000,OKLAHOMA,ADAIR,927.03,927.03,927.03,"7,453.17"
37010,OKLAHOMA,ALFALFA,"1,008.90","1,008.90","1,005.59","7,453.17"
37020,OKLAHOMA,ATOKA,"1,150.53","1,133.27","1,093.00","7,453.17"
37030,OKLAHOMA,BEAVER,"1,105.93","1,089.34","1,050.63","7,453.17"
37040,OKLAHOMA,BECKHAM,"1,002.93",988.60,955.17,"7,453.17"
37050,OKLAHOMA,BLAINE,"1,065.55","1,049.57","1,012.27","7,453.17"
37060,OKLAHOMA,BRYAN,"1,069.86","1,053.81","1,016.37","7,453.17"
37070,OKLAHOMA,CADDO,"1,166.47","1,148.97","1,108.15","7,453.17"
37080,OKLAHOMA,CANADIAN,992.04,977.87,944.80,"7,453.17"
37090,OKLAHOMA,CARTER,"1,030.49","1,015.41",980.23,"7,453.17"
37100,OKLAHOMA,CHEROKEE,973.48,973.48,973.48,"7,453.17"
37110,OKLAHOMA,CHOCTAW,"1,087.72","1,071.40","1,033.33","7,453.17"
37120,OKLAHOMA,CIMARRON,"1,237.31","1,218.75","1,175.44","7,453.17"
37130,OKLAHOMA,CLEVELAND,"1,014.28",999.79,965.98,"7,453.17"
37140,OKLAHOMA,COAL,"1,113.04","1,096.34","1,057.39","7,453.17"
37150,OKLAHOMA,COMANCHE,978.31,978.31,978.31,"7,453.17"
37160,OKLAHOMA,COTTON,962.80,962.80,962.80,"7,453.17"
37170,OKLAHOMA,CRAIG,977.29,977.29,977.29,"7,453.17"
37180,OKLAHOMA,CREEK,"1,033.76","1,018.99",984.53,"7,453.17"
37190,OKLAHOMA,CUSTER,"1,019.32","1,004.76",970.78,"7,453.17"
37200,OKLAHOMA,DELAWARE,985.74,985.74,954.28,"7,453.17"
37210,OKLAHOMA,DEWEY,"1,026.44","1,011.77",977.56,"7,453.17"
37220,OKLAHOMA,ELLIS,"1,059.66","1,059.66","1,033.12","7,453.17"
37230,OKLAHOMA,GARFIELD,980.91,980.91,956.18,"7,453.17"
37240,OKLAHOMA,GARVIN,"1,079.48","1,064.06","1,028.08","7,453.17"
37250,OKLAHOMA,GRADY,"1,045.09","1,045.09","1,016.34","7,453.17"
37260,OKLAHOMA,GRANT,"1,034.30","1,028.17",992.54,"7,453.17"
37270,OKLAHOMA,GREER,"1,186.46","1,168.66","1,127.14","7,453.17"
37280,OKLAHOMA,HARMON,"1,026.91","1,012.24",978.01,"7,453.17"
37290,OKLAHOMA,HARPER,996.65,996.65,996.65,"7,453.17"
37300,OKLAHOMA,HASKELL,"1,054.50","1,038.68","1,001.78","7,453.17"
37310,OKLAHOMA,HUGHES,"1,033.71","1,018.95",984.49,"7,453.17"
37320,OKLAHOMA,JACKSON,"1,032.56","1,017.81",983.39,"7,453.17"
37330,OKLAHOMA,JEFFERSON,"1,099.89","1,083.39","1,044.90","7,453.17"
37340,OKLAHOMA,JOHNSTON,"1,123.88","1,107.02","1,067.69","7,453.17"
37350,OKLAHOMA,KAY,978.92,978.92,978.92,"7,453.17"
37360,OKLAHOMA,KINGFISHER,"1,094.05","1,077.64","1,039.35","7,453.17"
37370,OKLAHOMA,KIOWA,985.24,971.16,938.32,"7,453.17"
37380,OKLAHOMA,LATIMER,"1,021.97","1,007.37",973.30,"7,453.17"
37390,OKLAHOMA,LE FLORE,"1,002.17",987.86,954.45,"7,453.17"
37400,OKLAHOMA,LINCOLN,"1,039.23","1,023.64",987.27,"7,453.17"
37410,OKLAHOMA,LOGAN,"1,021.89","1,007.29",973.23,"7,453.17"
37420,OKLAHOMA,LOVE,"1,283.90","1,264.64","1,219.71","7,453.17"
37430,OKLAHOMA,MCCLAIN,"1,028.54","1,013.48",978.36,"7,453.17"
37440,OKLAHOMA,MCCURTAIN,"1,019.63","1,005.07",971.08,"7,453.17"
37450,OKLAHOMA,MCINTOSH,"1,031.57","1,016.10",979.99,"7,453.17"
37460,OKLAHOMA,MAJOR,980.74,980.74,964.36,"7,453.17"
37470,OKLAHOMA,MARSHALL,"1,105.88","1,089.29","1,050.59","7,453.17"
37480,OKLAHOMA,MAYES,"1,017.83","1,017.83","1,017.83","7,453.17"
37490,OKLAHOMA,MURRAY,"1,090.13","1,073.78","1,035.62","7,453.17"
37500,OKLAHOMA,MUSKOGEE,"1,055.85","1,040.76","1,005.57","7,453.17"
37510,OKLAHOMA,NOBLE,935.55,935.55,935.55,"7,453.17"
37520,OKLAHOMA,NOWATA,"1,002.50","1,002.50","1,002.50","7,453.17"
37530,OKLAHOMA,OKFUSKEE,"1,005.48",991.12,957.60,"7,453.17"
37540,OKLAHOMA,OKLAHOMA,"1,004.80",990.44,956.95,"7,453.17"
37550,OKLAHOMA,OKMULGEE,"1,005.54",991.18,957.66,"7,453.17"
37560,OKLAHOMA,OSAGE,"1,090.43","1,074.07","1,035.91","7,453.17"
37570,OKLAHOMA,OTTAWA,"1,056.48","1,042.85","1,011.04","7,453.17"
37580,OKLAHOMA,PAWNEE,"1,063.06","1,047.11","1,009.91","7,453.17"
37590,OKLAHOMA,PAYNE,971.56,971.56,971.56,"7,453.17"
37600,OKLAHOMA,PITTSBURG,972.14,972.14,945.41,"7,453.17"
37610,OKLAHOMA,PONTOTOC,"1,020.01","1,020.01","1,020.01","7,453.17"
37620,OKLAHOMA,POTTAWATOMIE,998.04,983.78,950.51,"7,453.17"
37630,OKLAHOMA,PUSHMATAHA,"1,046.29","1,030.98",995.25,"7,453.17"
37640,OKLAHOMA,ROGER MILLS,"1,196.24","1,178.30","1,136.43","7,453.17"
37650,OKLAHOMA,ROGERS,"1,076.89","1,068.62","1,003.29","7,453.17"
37660,OKLAHOMA,SEMINOLE,"1,019.37","1,017.32",982.07,"7,453.17"
37670,OKLAHOMA,SEQUOYAH,977.14,977.14,954.10,"7,453.17"
37680,OKLAHOMA,STEPHENS,977.34,977.34,977.34,"7,453.17"
37690,OKLAHOMA,TEXAS,"1,052.33","1,038.29","1,005.56","7,453.17"
37700,OKLAHOMA,TILLMAN,"1,050.52","1,036.52","1,003.83","7,453.17"
37710,OKLAHOMA,TULSA,"1,074.29","1,055.96",991.41,"7,453.17"
37720,OKLAHOMA,WAGONER,"1,040.02","1,028.26",960.99,"7,453.17"
37730,OKLAHOMA,WASHINGTON,978.04,978.04,978.04,"7,453.17"
37740,OKLAHOMA,WASHITA,"1,014.43","1,014.43","1,013.38","7,453.17"
37750,OKLAHOMA,WOODS,"1,013.13","1,013.13","1,013.13","7,453.17"
37760,OKLAHOMA,WOODWARD,971.71,971.71,971.71,"7,453.17"
38000,OREGON,BAKER,980.32,980.32,956.39,"7,600.20"
38010,OREGON,BENTON,921.73,910.21,883.33,"7,600.20"
38020,OREGON,CLACKAMAS,"1,023.81",999.24,941.91,"7,600.20"
38030,OREGON,CLATSOP,"1,028.96","1,013.53",977.51,"7,600.20"
38040,OREGON,COLUMBIA,"1,006.00",980.31,920.38,"7,600.20"
38050,OREGON,COOS,984.23,984.23,975.68,"7,600.20"
38060,OREGON,CROOK,980.51,980.51,980.51,"7,600.20"
38070,OREGON,CURRY,978.35,978.35,959.38,"7,600.20"
38080,OREGON,DESCHUTES,980.87,980.87,950.94,"7,600.20"
38090,OREGON,DOUGLAS,979.09,979.09,979.09,"7,600.20"
38100,OREGON,GILLIAM,982.80,982.80,982.80,"7,600.20"
38110,OREGON,GRANT,"1,078.56","1,062.38","1,024.63","7,600.20"
38120,OREGON,HARNEY,"1,071.56","1,055.49","1,017.98","7,600.20"
38130,OREGON,HOOD RIVER,980.89,969.54,936.75,"7,600.20"
38140,OREGON,JACKSON,"1,045.00","1,045.00","1,039.96","7,600.20"
38150,OREGON,JEFFERSON,989.02,989.02,981.25,"7,600.20"
38160,OREGON,JOSEPHINE,981.08,981.08,966.64,"7,600.20"
38170,OREGON,KLAMATH,964.44,964.44,964.44,"7,600.20"
38180,OREGON,LAKE,"1,172.67","1,155.08","1,114.04","7,600.20"
38190,OREGON,LANE,"1,088.71","1,062.58","1,001.62","7,600.20"
38200,OREGON,LINCOLN,959.53,959.53,959.53,"7,600.20"
38210,OREGON,LINN,946.91,946.91,946.91,"7,600.20"
38220,OREGON,MALHEUR,982.22,982.22,982.22,"7,600.20"
38230,OREGON,MARION,"1,052.35","1,027.09",968.16,"7,600.20"
38240,OREGON,MORROW,"1,121.41","1,104.59","1,065.34","7,600.20"
38250,OREGON,MULTNOMAH,"1,022.47",997.94,940.68,"7,600.20"
38260,OREGON,POLK,"1,037.28","1,012.38",954.29,"7,600.20"
38270,OREGON,SHERMAN,"1,000.11","1,000.11","1,000.11","7,600.20"
38280,OREGON,TILLAMOOK,"1,040.32","1,024.72",988.30,"7,600.20"
38290,OREGON,UMATILLA,977.81,977.81,977.81,"7,600.20"
38300,OREGON,UNION,994.76,994.76,987.25,"7,600.20"
38310,OREGON,WALLOWA,"1,122.93","1,106.09","1,066.78","7,600.20"
38320,OREGON,WASCO,"1,017.49","1,017.49",991.83,"7,600.20"
38330,OREGON,WASHINGTON,"1,028.20","1,003.52",945.94,"7,600.20"
38340,OREGON,WHEELER,981.52,981.52,981.52,"7,600.20"
38350,OREGON,YAMHILL,"1,031.36","1,006.61",948.85,"7,600.20"
39000,PENNSYLVANIA,ADAMS,973.87,973.87,942.99,"7,812.87"
39010,PENNSYLVANIA,ALLEGHENY,"1,034.10","1,008.52",948.82,"7,812.87"
39070,PENNSYLVANIA,ARMSTRONG,"1,021.35",995.27,934.42,"7,812.87"
39080,PENNSYLVANIA,BEAVER,"1,059.74","1,033.68",970.49,"7,812.87"
39100,PENNSYLVANIA,BEDFORD,972.83,972.83,972.83,"7,812.87"
39110,PENNSYLVANIA,BERKS,"1,001.39",987.08,953.70,"7,812.87"
39120,PENNSYLVANIA,BLAIR,990.31,976.65,944.78,"7,812.87"
39130,PENNSYLVANIA,BRADFORD,956.10,956.10,941.05,"7,812.87"
39140,PENNSYLVANIA,BUCKS,"1,055.23","1,040.15","1,004.98","7,812.87"
39150,PENNSYLVANIA,BUTLER,"1,048.01","1,022.86",964.17,"7,812.87"
39160,PENNSYLVANIA,CAMBRIA,989.11,976.35,946.57,"7,812.87"
39180,PENNSYLVANIA,CAMERON,988.69,986.10,953.92,"7,812.87"
39190,PENNSYLVANIA,CARBON,"1,002.05",987.73,954.33,"7,812.87"
39200,PENNSYLVANIA,CENTRE,970.65,970.65,970.65,"7,812.87"
39210,PENNSYLVANIA,CHESTER,"1,024.17","1,009.54",975.40,"7,812.87"
39220,PENNSYLVANIA,CLARION,972.98,972.98,972.98,"7,812.87"
39230,PENNSYLVANIA,CLEARFIELD,"1,030.68","1,017.29",985.22,"7,812.87"
39240,PENNSYLVANIA,CLINTON,964.77,964.77,964.77,"7,812.87"
39250,PENNSYLVANIA,COLUMBIA,"1,030.00","1,005.28",947.60,"7,812.87"
39260,PENNSYLVANIA,CRAWFORD,"1,017.51","1,003.94",972.28,"7,812.87"
39270,PENNSYLVANIA,CUMBERLAND,"1,067.14","1,058.78",994.05,"7,812.87"
39280,PENNSYLVANIA,DAUPHIN,"1,038.93","1,025.07",992.75,"7,812.87"
39290,PENNSYLVANIA,DELAWARE,"1,055.17","1,040.09","1,004.92","7,812.87"
39310,PENNSYLVANIA,ELK,968.29,968.29,968.29,"7,812.87"
39320,PENNSYLVANIA,ERIE,"1,031.21","1,006.46",948.72,"7,812.87"
39330,PENNSYLVANIA,FAYETTE,"1,051.03","1,025.03",964.35,"7,812.87"
39340,PENNSYLVANIA,FOREST,"1,003.62",989.78,957.48,"7,812.87"
39350,PENNSYLVANIA,FRANKLIN,973.70,973.70,964.28,"7,812.87"
39360,PENNSYLVANIA,FULTON,"1,009.98",994.83,959.48,"7,812.87"
39370,PENNSYLVANIA,GREENE,"1,036.60","1,023.23",992.02,"7,812.87"
39380,PENNSYLVANIA,HUNTINGDON,970.47,970.47,959.21,"7,812.87"
39390,PENNSYLVANIA,INDIANA,"1,001.81",988.45,957.29,"7,812.87"
39400,PENNSYLVANIA,JEFFERSON,"1,003.34","1,003.34",983.82,"7,812.87"
39410,PENNSYLVANIA,JUNIATA,962.36,962.36,962.36,"7,812.87"
39420,PENNSYLVANIA,LACKAWANNA,"1,074.56","1,069.51","1,008.15","7,812.87"
39440,PENNSYLVANIA,LANCASTER,"1,033.13","1,008.33",950.48,"7,812.87"
39450,PENNSYLVANIA,LAWRENCE,986.32,972.71,940.97,"7,812.87"
39460,PENNSYLVANIA,LEBANON,"1,058.27","1,039.77",980.11,"7,812.87"
39470,PENNSYLVANIA,LEHIGH,"1,049.90","1,045.85",981.92,"7,812.87"
39480,PENNSYLVANIA,LUZERNE,976.07,962.13,929.59,"7,812.87"
39510,PENNSYLVANIA,LYCOMING,963.98,959.20,930.87,"7,812.87"
39520,PENNSYLVANIA,MCKEAN,968.72,956.61,928.36,"7,812.87"
39530,PENNSYLVANIA,MERCER,"1,069.14","1,061.16","1,000.27","7,812.87"
39540,PENNSYLVANIA,MIFFLIN,966.42,966.42,966.42,"7,812.87"
39550,PENNSYLVANIA,MONROE,"1,036.90","1,023.08",990.82,"7,812.87"
39560,PENNSYLVANIA,MONTGOMERY,"1,027.51","1,012.83",978.58,"7,812.87"
39580,PENNSYLVANIA,MONTOUR,924.92,924.92,924.92,"7,812.87"
39590,PENNSYLVANIA,NORTHAMPTON,"1,004.72",990.37,956.88,"7,812.87"
39600,PENNSYLVANIA,NORTHUMBERLAND,931.91,931.91,931.91,"7,812.87"
39610,PENNSYLVANIA,PERRY,"1,038.54","1,011.15",947.24,"7,812.87"
39620,PENNSYLVANIA,PHILADELPHIA,"1,017.57","1,003.03",969.11,"7,812.87"
39630,PENNSYLVANIA,PIKE,"1,051.19","1,036.17","1,001.13","7,812.87"
39640,PENNSYLVANIA,POTTER,977.20,963.24,930.67,"7,812.87"
39650,PENNSYLVANIA,SCHUYLKILL,959.95,959.95,959.95,"7,812.87"
39670,PENNSYLVANIA,SNYDER,945.12,933.31,905.74,"7,812.87"
39680,PENNSYLVANIA,SOMERSET,"1,019.12","1,005.97",975.28,"7,812.87"
39690,PENNSYLVANIA,SULLIVAN,958.88,955.83,927.60,"7,812.87"
39700,PENNSYLVANIA,SUSQUEHANNA,969.08,969.08,969.08,"7,812.87"
39710,PENNSYLVANIA,TIOGA,966.13,966.13,964.18,"7,812.87"
39720,PENNSYLVANIA,UNION,958.95,958.95,958.95,"7,812.87"
39730,PENNSYLVANIA,VENANGO,991.76,991.76,986.79,"7,812.87"
39740,PENNSYLVANIA,WARREN,973.83,973.83,971.61,"7,812.87"
39750,PENNSYLVANIA,WASHINGTON,"1,042.08","1,015.48",953.40,"7,812.87"
39760,PENNSYLVANIA,WAYNE,970.13,970.13,970.13,"7,812.87"
39770,PENNSYLVANIA,WESTMORELAND,"1,046.67","1,020.77",960.34,"7,812.87"
39790,PENNSYLVANIA,WYOMING,"1,072.04","1,058.23",997.51,"7,812.87"
39800,PENNSYLVANIA,YORK,995.51,981.28,948.10,"7,812.87"
40010,PUERTO RICO,ADJUNTAS,522.85,516.32,501.07,"5,206.02"
40020,PUERTO RICO,AGUADA,662.02,646.14,609.06,"5,206.02"
40030,PUERTO RICO,AGUADILLA,710.29,693.24,653.46,"5,206.02"
40040,PUERTO RICO,AGUAS BUENAS,597.31,582.98,549.53,"5,206.02"
40050,PUERTO RICO,AIBONITO,599.82,585.43,551.84,"5,206.02"
40060,PUERTO RICO,ANASCO,651.57,635.94,599.45,"5,206.02"
40070,PUERTO RICO,ARECIBO,661.90,646.01,608.95,"5,206.02"
40080,PUERTO RICO,ARROYO,551.51,544.61,528.53,"5,206.02"
40090,PUERTO RICO,BARCELONETA,560.76,547.30,515.90,"5,206.02"
40100,PUERTO RICO,BARRANQUITAS,602.00,587.55,553.84,"5,206.02"
40110,PUERTO RICO,BAYAMON,686.21,669.74,631.32,"5,206.02"
40120,PUERTO RICO,CABO ROJO,625.46,622.75,604.36,"5,206.02"
40130,PUERTO RICO,CAGUAS,683.70,667.29,629.00,"5,206.02"
40140,PUERTO RICO,CAMUY,586.49,572.41,539.57,"5,206.02"
40145,PUERTO RICO,CANOVANAS,622.94,607.99,573.10,"5,206.02"
